travel_mode,TrvlTime_number,Age,indiv_trvl_frequency,HHVeh,HHsize
0,980.0,31,19,1,6
0,920.0,21,12,0,1
1,1384.0,67,16,2,2
0,202.891,42,52,2,6
1,950.0,40,20,2,5
0,89.14398,34,11,1,3
1,230.0,30,10,1,2
1,2560.0,33,30,2,5
0,502.0,59,11,1,2
1,1029.89,57,28,2,4
1,1723.665,26,20,1,1
0,296.0,27,21,0,4
1,328.107,58,30,2,3
1,461.0,53,36,3,5
1,1144.0,62,12,2,2
1,386.0,23,63,3,6
0,450.0,39,24,2,4
1,5892.0,60,40,1,1
0,1344.0,18,48,4,5
1,390.734,53,16,1,2
1,858.0,45,24,1,4
1,434.0,79,13,1,1
1,1020.0,73,34,2,2
1,1200.0,58,78,3,3
1,760.944,57,22,1,1
1,1389.0,45,52,2,4
1,300.0,53,18,2,3
0,497.0,20,14,0,1
1,361.0,58,16,2,3
1,450.0,32,10,2,4
1,153.518,65,14,2,2
1,172.0,23,45,5,5
1,179.0,62,15,1,2
1,1791.0,41,22,2,5
1,904.0,18,22,2,3
1,833.0,41,15,1,3
1,1261.0,70,66,2,2
1,750.0,50,12,1,3
1,2300.0,53,22,2,3
1,552.0,54,66,2,3
0,1466.178,59,28,2,3
1,1706.614,37,42,3,5
1,186.0,27,60,3,6
0,200.0,25,9,1,3
0,357.0,37,30,2,4
1,360.067,57,26,2,5
1,3540.0,59,26,2,2
1,534.0,43,24,2,5
1,247.816,35,24,2,4
1,1030.0,32,16,2,4
0,1280.0,19,17,0,11
1,300.0,65,42,2,2
0,300.0,34,13,0,7
0,19.99998,57,24,2,4
0,149.0,29,12,0,8
1,720.0,41,18,1,4
1,1080.0,25,39,3,6
1,185.0,50,24,2,4
1,1134.0,29,30,2,2
1,2300.0,39,44,2,5
0,444.65,42,32,2,2
0,1092.647,17,24,2,4
1,473.0,40,14,1,4
1,600.0,59,24,2,3
1,1814.0,57,27,1,2
1,867.87,45,17,1,3
0,300.0,40,5,1,4
0,589.355,42,14,2,4
1,685.485,45,16,2,5
0,720.0,31,16,1,2
0,578.0,65,26,2,2
1,248.14,25,11,1,1
1,4017.0,56,20,2,3
1,928.0,48,44,2,2
1,867.0,49,36,3,3
1,200.0,27,16,1,5
1,4582.0,73,17,1,1
1,480.0,40,28,2,4
1,208.0,55,12,1,1
1,1410.0,29,20,1,1
1,840.0,58,28,2,2
0,600.0,41,30,2,4
1,1662.0,57,22,2,2
1,181.868,41,48,2,7
1,625.8,52,12,1,2
1,200.0,49,23,1,7
1,1708.0,56,24,2,4
0,1005.0,62,21,1,2
1,1740.0,25,28,4,4
1,4167.308,31,63,3,4
1,700.0,45,44,2,6
1,776.182,32,48,1,5
0,637.0,36,19,1,3
1,566.0,24,36,4,7
1,278.0,66,24,3,3
0,829.0,31,17,1,3
1,1345.0,60,22,1,3
1,1085.0,49,27,3,4
1,1860.0,34,40,2,5
1,245.0,72,15,1,2
1,670.0,39,28,1,1
1,440.0,41,18,2,5
1,1284.0,40,20,2,5
1,2070.0,57,12,2,4
1,325.0,41,34,2,5
0,540.0,60,10,1,2
1,185.0,37,34,2,5
1,19.99998,69,48,1,3
1,828.0,45,10,2,3
1,368.692,53,80,2,3
0,377.0,37,5,0,3
1,269.0,47,40,2,5
1,2021.0,42,28,2,5
1,311.359,85,11,1,3
1,1200.0,40,38,2,4
1,442.0,40,17,1,1
1,110.376,33,18,2,4
0,784.222,74,12,2,3
0,600.0,54,10,0,2
1,1116.0,56,13,1,2
1,1160.0,76,7,1,2
1,4600.0,43,12,1,7
1,2100.0,23,60,3,6
1,3401.0,48,20,2,4
1,1560.0,33,11,1,3
0,446.324,44,24,1,4
0,1323.051,27,11,0,2
