travel_mode,TrvlTime_number,Age,indiv_trvl_frequency,HHVeh,HHsize
1,786.0,25,30,2,5
0,843.0,35,9,0,1
0,131.887,48,7,1,2
1,405.0,36,34,2,4
0,590.0,32,19,1,3
0,360.0,34,22,2,4
1,362.0,46,76,2,3
1,215.003,59,54,3,3
1,496.0,52,16,2,3
1,500.0,28,38,2,4
1,224.668,24,28,2,3
0,263.0,16,9,1,3
1,1126.632,59,46,2,3
1,258.016,38,20,2,5
1,350.0,69,44,2,2
0,554.279,29,12,1,2
1,1080.0,35,17,1,4
0,1318.0,29,24,2,2
1,361.106,64,35,1,2
1,394.003,39,15,1,7
0,730.0,50,8,0,8
1,720.0,29,16,2,4
1,969.0,24,54,3,4
1,950.0,45,36,2,5
0,2197.0,16,14,2,5
1,148.055,56,17,1,2
1,142.0,67,11,1,2
1,332.0,40,10,2,6
1,3926.558,63,14,2,4
1,1297.898,25,22,2,4
1,1901.0,33,40,2,4
1,650.0,29,22,1,4
0,400.0,64,16,1,2
1,2812.0,55,8,1,2
0,1523.0,60,6,1,5
1,488.0,67,10,1,2
1,2120.0,56,28,2,4
1,683.0,38,26,2,4
1,1320.0,37,22,2,3
1,2400.0,28,8,1,2
0,500.0,36,18,0,10
1,258.318,22,26,2,5
0,693.0,35,7,0,3
1,385.0,56,22,2,3
0,529.0,16,3,1,4
1,1860.0,70,18,2,4
1,720.0,45,18,2,5
1,1077.266,56,38,2,2
0,474.0,18,8,0,9
1,1900.0,35,62,0,7
1,720.0,40,8,1,8
1,3436.0,37,22,2,5
0,589.829,16,39,1,6
1,900.0,62,20,2,2
1,300.0,37,30,2,4
1,100.0,33,52,2,4
1,5220.0,47,36,2,5
1,360.0,39,32,2,7
1,1320.0,54,66,2,3
1,5166.199,54,64,4,4
1,2400.0,55,21,3,4
0,1020.0,16,12,2,5
0,383.914,32,20,1,4
1,185.0,45,14,2,5
1,1800.0,32,6,2,6
1,497.0,49,12,2,5
1,2151.0,60,20,2,2
0,934.0,31,32,2,2
1,720.0,28,24,3,4
0,720.09,66,15,1,2
1,1981.0,30,40,1,4
1,200.0,65,22,2,2
1,803.0,65,12,2,2
1,960.0,51,30,2,3
1,355.0,52,16,2,3
1,547.0,60,17,1,3
1,840.0,51,32,2,2
1,233.984,40,32,2,5
1,660.0,39,31,1,3
1,2629.0,52,18,3,6
1,728.035,57,34,2,2
1,1320.0,74,16,2,2
0,180.0,55,28,2,4
0,720.0,64,14,1,3
1,1200.0,45,38,2,5
0,560.0,20,5,0,5
1,286.0,62,33,3,4
1,358.0,58,36,3,3
1,449.0,51,18,2,3
0,600.0,60,56,2,2
1,900.0,56,20,1,3
1,892.255,44,28,2,4
1,540.0,39,29,1,5
1,2241.0,39,8,1,6
1,1140.0,32,9,1,2
1,3047.0,24,22,2,3
1,600.0,36,14,1,7
1,2879.0,37,24,2,3
0,476.0,52,28,2,4
1,3875.541,37,30,2,4
1,4316.784,67,8,2,3
0,533.0,32,38,2,4
1,2400.0,35,9,1,6
1,769.0,30,32,2,3
1,673.0,71,17,1,1
1,550.0,49,22,2,4
1,34350.0,70,18,3,3
1,206.06,57,87,3,6
1,167.459,36,13,1,4
1,1305.0,57,9,1,1
1,780.0,53,80,2,3
1,1269.291,42,12,2,2
1,1284.0,20,26,2,3
1,129.712,30,22,2,5
1,150.0,32,22,1,6
1,60.0,38,14,1,4
1,966.0,49,60,2,4
1,286.0,28,16,1,2
1,1034.0,64,42,3,4
1,4549.965,35,14,1,2
0,420.0,16,10,2,6
1,1680.0,51,32,2,4
1,176.0,38,22,2,4
1,600.0,62,5,1,1
1,384.236,53,16,2,3
1,360.0,60,46,2,2
1,386.933,31,40,2,2
1,1220.474,53,39,3,4
1,1228.0,50,50,2,4
1,490.181,49,29,1,4
0,180.0,24,9,0,4
0,225.0,25,14,0,4
0,278.034,30,39,3,4
1,300.0,40,34,2,4
1,300.0,74,12,1,2
1,900.0,74,15,1,2
1,1040.0,60,28,2,2
1,1266.0,45,9,1,3
1,300.0,39,28,2,6
1,1910.0,26,27,3,3
1,6692.0,26,112,4,4
1,1620.0,62,36,2,2
1,501.425,49,60,3,5
1,200.0,54,40,2,3
1,1500.0,53,24,2,5
1,300.0,34,16,2,6
1,284.0,43,82,2,6
0,420.0,37,30,2,4
1,3177.0,41,44,2,4
1,251.0,54,90,3,5
1,393.0,28,22,2,4
1,350.0,29,28,2,4
1,220.0,41,30,2,5
1,2486.851,52,48,2,4
1,3548.0,46,20,2,5
1,191.0,40,34,2,4
1,1500.0,65,14,2,2
1,1571.593,52,64,4,6
1,120.0,65,17,1,2
1,520.0,32,20,2,3
1,1805.335,59,33,1,2
1,1440.0,43,76,2,5
1,1091.767,31,36,2,4
0,1200.0,17,6,1,6
1,504.481,48,24,2,4
1,163.274,67,12,1,2
1,627.0,59,20,2,2
1,576.0,24,18,3,4
1,240.0,34,60,2,5
1,988.0049,60,38,2,2
0,509.0,73,4,1,3
1,480.0,37,14,1,4
1,88.005,36,24,2,6
0,1200.0,34,38,2,3
0,60.0,35,22,1,7
0,600.0,42,21,3,5
1,323.547,28,36,2,3
1,150.0,32,20,2,5
1,1800.0,60,14,2,3
1,174.0,44,24,2,5
1,300.0,47,34,2,5
1,661.0,78,18,2,2
0,180.0,30,25,0,6
1,4100.0,43,12,2,3
1,290.0,18,32,2,5
1,859.0,35,17,1,4
1,2086.786,37,46,2,4
1,2495.031,39,105,3,3
1,607.0,62,44,2,2
0,3200.0,28,21,0,4
1,1800.0,31,57,3,3
1,360.0,18,48,4,5
1,1222.0,41,50,2,5
1,589.0,60,17,1,1
1,3007.818,38,18,2,5
1,271.0,71,7,1,2
1,451.0,36,8,2,5
1,1700.0,46,54,3,4
1,1122.0,34,10,2,3
1,414.0,46,43,1,7
1,2243.0,24,15,3,3
1,350.0,58,28,2,3
1,120.0,40,40,2,5
1,623.0,46,16,2,5
0,854.0,55,9,1,2
0,600.0,31,9,1,4
1,3060.0,55,39,3,3
1,3676.54,40,6,2,5
1,2077.0,62,24,2,2
1,1563.0,39,18,1,4
1,665.0,27,28,2,2
1,1459.0,43,30,2,4
1,180.0,25,12,3,5
1,452.99,29,5,1,3
1,180.0,39,32,2,7
1,333.0,27,65,5,7
1,889.063,52,14,1,5
0,180.0,52,39,3,5
0,418.569,20,14,2,5
1,350.0,39,56,2,6
1,437.0,20,14,2,4
0,364.0,16,26,2,3
1,390.0,41,74,2,5
1,485.0,50,40,2,5
1,2467.0,45,22,2,5
1,1980.0,50,20,2,3
1,561.432,72,26,2,2
1,660.0,43,34,2,4
0,360.0,42,8,0,7
1,498.0,53,13,1,5
1,1120.903,58,48,4,4
1,940.0,54,36,2,2
1,602.0,66,21,1,4
1,418.0,30,9,1,3
1,150.0,46,54,3,6
1,420.0,27,20,2,4
1,420.0,37,26,2,5
1,853.0,42,90,3,7
1,76.99998,61,3,1,2
1,681.0,30,11,1,3
1,220.0,51,36,4,5
0,360.0,33,16,1,6
1,400.0,41,74,2,5
0,250.0,24,13,0,2
1,2947.0,42,90,2,5
1,120.0,39,14,2,5
1,2866.0,52,44,4,4
1,575.0,64,32,2,2
0,380.0,57,30,2,2
1,4822.324,32,42,2,4
1,1260.936,26,13,1,2
0,1420.0,72,12,0,1
1,600.0,38,32,2,3
1,278.0,73,42,3,3
1,2458.0,36,12,1,5
1,960.0,22,44,1,1
0,2400.191,52,15,1,2
1,130.0,48,30,3,6
1,2280.0,36,8,1,5
1,241.01,58,34,2,2
1,480.0,61,26,1,4
1,660.0,40,42,3,4
0,79.99998,52,4,0,1
1,720.0,34,32,2,6
1,840.0,64,12,2,2
0,717.151,25,42,3,6
1,430.0,18,45,3,4
1,3228.349,56,33,3,3
1,720.0,29,28,2,6
0,540.0,65,8,0,1
1,950.0,43,22,1,5
1,60.0,39,28,2,5
1,457.438,40,25,1,4
1,559.286,32,14,1,3
1,381.0,47,32,2,4
0,137.0,21,10,0,1
0,540.0,37,24,2,3
1,761.0,53,18,2,2
1,2520.0,60,10,2,2
1,780.0,34,12,2,2
0,87.0,18,4,0,7
0,360.0,75,36,2,2
1,770.0,45,20,2,4
1,1550.071,26,33,3,3
0,100.0,42,7,0,10
1,525.0,61,32,2,2
1,3454.512,44,62,2,4
0,450.0,32,30,2,2
1,2507.0,30,14,1,1
1,1602.0,38,38,2,5
1,901.809,53,28,2,3
1,1446.041,52,64,2,2
1,76.00002,37,38,2,5
1,1417.866,35,34,2,4
0,360.0,50,78,2,6
1,2184.0,57,38,2,4
1,330.0,62,17,1,4
1,82.27998,46,36,2,4
1,213.0,43,32,2,4
1,3660.0,37,18,2,6
1,250.0,70,72,3,3
1,1703.0,35,19,1,6
1,1517.621,35,34,2,4
1,958.0,70,11,1,1
1,495.0,41,40,1,6
0,580.0,33,18,1,4
0,300.0,54,42,3,3
0,592.0,20,3,0,1
1,805.0,49,6,1,2
1,680.419,55,62,2,2
1,2100.0,41,8,1,4
1,1261.0,30,40,1,4
1,536.0,69,13,1,1
0,540.0,39,9,1,4
1,720.0,72,28,1,2
1,2160.0,24,24,3,3
1,586.0,42,54,3,5
1,150.0,21,22,2,4
1,360.0,38,40,2,4
0,401.552,58,54,3,2
1,1260.0,43,10,2,4
0,941.0,40,13,0,3
1,2160.0,46,41,1,5
1,218.008,31,30,2,2
1,2200.0,57,24,2,4
0,450.0,60,8,1,2
1,271.0,41,38,2,5
1,1560.0,61,16,2,3
1,60.0,52,42,3,5
1,1504.946,41,38,2,4
1,511.0,67,96,4,6
1,422.795,28,15,1,3
1,6602.0,33,13,1,3
0,214.017,34,14,1,4
0,180.0,48,19,1,2
1,369.9,36,26,2,5
0,400.0,66,20,2,5
1,3480.0,35,28,2,3
1,282.499,26,66,3,4
1,128.0,38,63,3,4
1,382.498,59,50,2,3
0,290.0,27,24,1,5
1,1473.279,23,21,1,2
1,522.902,65,28,2,2
1,1645.827,47,16,2,5
1,450.0,41,44,2,6
1,2400.0,56,36,4,4
1,51.0,41,10,2,7
0,443.986,44,18,1,4
1,780.0,55,20,2,4
0,432.0,25,15,0,1
1,650.0,66,21,1,4
0,304.0,19,6,1,8
1,1446.391,28,18,2,2
0,900.0,40,11,0,3
1,1646.0,51,34,2,3
1,239.0,28,17,1,7
1,902.0,46,24,2,4
1,980.0,73,24,2,2
0,258.164,50,38,2,3
1,1746.0,31,50,2,5
1,1089.0,24,28,2,3
1,180.0,70,14,1,2
1,1117.0,43,34,2,2
1,1085.0,52,36,2,3
1,256.0,48,38,2,5
0,247.0,64,4,1,3
1,606.0,47,26,2,4
1,733.173,49,26,2,2
1,600.0,56,13,1,3
0,720.0,37,8,0,5
0,420.0,48,22,2,6
1,1850.0,71,60,2,4
0,1042.0,16,3,1,5
1,3517.0,52,38,2,3
0,1570.0,32,3,0,3
0,139.0,40,16,0,10
1,183.0,62,57,3,3
1,20160.0,36,12,2,3
1,540.0,38,37,1,5
1,696.0,55,24,3,4
1,562.0,22,54,3,4
1,989.859,28,32,2,1
1,555.845,50,21,1,1
1,1980.0,40,24,2,4
1,379.0,41,13,1,3
1,574.0,40,24,2,5
1,706.014,48,28,2,6
1,122.844,26,40,4,4
1,2913.034,43,20,2,4
1,1350.0,47,22,2,5
1,260.563,36,22,2,5
1,1549.025,56,45,3,3
1,506.0,75,18,2,2
0,47.82102,57,87,3,6
0,666.0,67,18,1,2
0,425.0,19,21,0,2
0,480.0,62,10,1,5
1,1145.0,23,24,2,2
1,1260.0,61,28,2,3
1,1694.0,42,90,3,7
1,2008.0,62,48,3,4
1,833.18,37,36,2,6
1,3600.0,32,6,1,2
0,240.0,33,6,0,6
1,960.0,37,40,2,4
1,634.973,58,44,2,2
1,1100.0,29,16,2,2
1,299.0,28,45,3,4
1,1266.0,60,12,2,4
0,1873.0,31,28,2,3
1,500.0,33,72,2,5
1,209.0,58,40,2,2
0,364.0,50,40,4,4
0,3492.0,25,15,1,2
1,2060.0,65,10,2,2
1,514.077,22,96,2,2
1,621.0,63,20,1,2
1,477.193,49,24,2,2
1,131.0,60,34,2,2
1,920.0,74,11,1,1
1,507.471,61,34,2,2
1,584.0,60,70,2,2
1,200.0,52,36,2,3
1,1433.573,57,22,2,2
0,600.0,65,14,1,3
1,4684.274,51,32,2,4
1,998.515,37,54,2,4
0,1080.0,38,11,0,8
1,250.0,26,22,1,5
0,1147.0,58,28,2,2
1,203.0,39,32,2,7
1,3129.0,70,6,1,2
0,195.0,25,16,1,4
0,1000.0,79,17,1,2
1,1967.0,55,45,3,5
0,300.0,50,12,0,8
1,1500.0,70,24,2,3
0,2161.0,45,48,2,5
0,698.0,67,3,1,1
1,4960.0,27,14,1,3
1,421.334,23,78,3,4
1,602.0,18,40,4,4
1,480.0,31,50,2,5
0,384.0,29,60,4,8
1,1200.0,50,26,2,3
1,1506.869,58,19,1,3
1,305.002,59,36,3,3
1,267.387,32,38,2,3
1,695.122,34,40,2,6
1,1055.0,37,16,1,4
0,60.0,55,13,0,2
1,250.0,26,11,1,2
1,1296.0,30,38,2,6
0,173.0,51,6,1,1
1,1302.762,44,19,1,2
1,720.0,32,42,2,4
0,300.0,38,23,1,7
0,150.0,29,21,0,7
1,2303.0,59,14,2,2
1,247.0,57,22,2,4
1,1059.0,49,60,2,4
1,780.0,17,26,2,3
1,496.005,38,46,2,4
1,812.0,56,24,3,3
0,150.0,44,50,2,7
1,60.0,80,48,2,2
1,3540.0,56,14,2,5
1,2016.0,26,42,2,2
1,2257.0,65,16,2,2
1,2285.023,26,18,2,2
1,240.0,30,14,2,5
0,1020.0,42,7,0,5
1,3098.026,62,18,3,3
1,1250.0,71,17,1,1
1,540.0,51,42,1,4
1,1466.94,45,14,1,1
1,3000.0,53,28,2,3
1,1023.728,37,16,1,10
1,610.0,64,13,1,2
0,942.0,44,14,1,1
1,992.0,42,36,2,5
1,2000.0,31,41,1,5
1,1376.0,44,22,2,5
1,840.0,39,32,2,7
1,1144.0,34,3,1,2
1,213.0,38,68,2,4
1,540.0,49,60,2,4
1,1680.0,57,72,4,2
1,1100.0,72,36,2,2
1,903.0,46,36,2,4
1,1200.0,38,29,1,1
0,42.0,27,70,2,2
0,750.0,33,34,2,3
1,173.0,41,15,1,4
0,579.0,89,8,0,2
1,433.784,50,40,4,5
0,360.0,24,14,0,4
1,2760.0,72,18,3,3
0,619.0,28,21,1,4
1,4920.0,38,20,2,5
1,314.0,45,66,2,5
1,342.0,30,18,2,3
1,420.0,61,27,3,4
1,660.0,32,44,2,7
1,4221.0,29,44,2,2
1,720.0,51,36,2,4
1,655.996,50,34,2,4
1,2220.0,43,5,1,3
1,955.0,29,24,4,6
1,589.407,38,28,2,4
0,11260.0,65,22,1,2
0,1026.07,73,18,2,2
1,480.0,44,21,0,5
1,190.0,45,32,1,6
1,1740.0,37,26,2,4
1,2104.0,35,29,1,5
1,864.0,43,20,2,3
1,2142.664,39,22,1,4
1,1054.0,21,24,3,5
1,340.0,42,26,2,6
1,660.0,75,28,2,2
1,2400.0,55,30,3,3
1,127.0,38,48,2,5
1,3372.295,45,12,2,4
1,1208.0,27,37,1,5
0,1200.0,59,13,1,2
1,326.0,36,12,1,1
1,1655.0,27,28,2,2
1,438.0,72,6,1,2
0,300.0,42,8,1,2
0,420.0,18,10,2,6
0,600.0,16,16,2,5
1,1300.0,57,44,4,5
1,1063.0,32,20,2,3
0,220.0,48,12,0,3
1,1021.0,48,34,2,5
0,620.0,31,29,0,8
1,240.0,26,34,2,4
0,462.0,60,24,2,3
1,716.83,49,50,2,5
0,311.441,57,87,3,6
0,548.0,28,8,0,2
1,600.0,58,54,2,3
1,1998.646,30,26,2,4
1,640.625,43,36,2,4
1,1114.0,74,10,1,2
1,82.00002,54,51,3,3
1,553.0,24,30,2,3
1,1228.0,33,18,2,3
1,218.662,39,28,2,4
1,722.205,26,40,4,4
1,251.0,28,36,2,4
1,560.0,37,30,2,4
1,1618.0,39,42,2,4
1,400.0,69,7,1,2
1,1682.0,57,24,2,5
1,421.0,45,18,2,5
0,600.0,27,18,0,4
0,457.0,34,28,2,4
1,900.0,34,26,2,2
1,124.0,42,32,2,4
1,1320.0,31,24,3,3
1,237.0,27,10,2,6
1,2604.0,53,14,2,2
1,1470.0,63,22,2,4
0,1127.0,22,10,0,1
1,1260.0,58,42,2,4
1,2766.19,40,22,2,5
1,150.0,41,11,1,6
1,2160.0,27,8,2,3
1,1048.0,38,13,1,5
1,1980.0,68,24,1,2
1,1650.0,59,20,2,2
0,394.0,19,19,1,3
1,761.939,54,48,3,4
1,1060.0,55,22,2,3
1,1098.0,59,9,1,2
1,712.0,45,20,2,4
1,1318.0,46,10,2,5
1,780.0,31,30,1,8
1,465.0,48,12,2,2
1,400.0,47,58,2,5
1,1050.0,54,17,1,1
1,340.0,50,42,2,4
1,1650.0,58,18,2,4
1,2290.0,46,42,2,2
1,115.005,38,34,2,4
1,2900.0,26,112,4,4
0,299.0,58,9,0,3
1,430.0,55,51,3,9
1,2309.0,32,42,2,6
1,2540.0,70,40,2,3
1,1895.0,36,21,1,3
1,764.0,45,28,2,5
1,1440.0,29,21,3,4
1,967.604,30,12,2,5
1,2653.654,39,66,2,5
0,643.0,70,6,1,2
0,559.498,58,50,2,2
1,1331.0,47,20,2,3
1,243.0,62,88,4,5
1,450.0,49,36,2,3
1,372.153,38,34,2,4
0,600.0,57,5,1,2
1,330.994,30,30,2,4
1,1801.0,58,24,2,3
1,300.0,31,25,1,6
1,306.989,29,15,1,2
1,765.0,60,60,3,4
1,198.0,37,42,2,5
1,214.0,60,15,1,2
1,860.0,70,38,2,2
1,2220.0,62,12,2,4
1,600.0,68,24,2,3
1,2832.0,55,18,2,4
1,1701.694,23,24,3,3
0,170.997,25,15,0,1
1,554.0,67,17,1,2
1,900.0,41,22,2,6
1,82.00002,26,19,1,1
1,540.0,24,18,2,2
0,279.0,57,32,2,3
1,200.0,62,36,2,2
0,900.0,29,36,2,3
1,360.0,47,34,2,3
1,360.0,70,18,2,2
1,610.0,51,36,2,4
1,322.244,39,32,2,5
1,607.0,21,40,2,7
0,2254.0,46,11,1,2
1,329.236,70,8,2,2
1,600.0,22,44,4,6
1,1080.0,46,22,2,10
0,580.0,26,24,2,4
1,800.0,24,17,1,4
1,1800.0,64,80,4,2
1,350.0,43,42,2,5
1,187.0,62,13,1,3
1,612.631,56,13,1,1
1,876.0,73,16,1,2
1,345.0,31,10,2,4
1,3455.0,57,15,3,4
1,1629.37,20,14,2,5
1,1104.0,48,15,1,2
1,3390.0,27,22,1,1
1,273.0,48,182,7,5
0,150.0,18,19,0,9
1,1442.0,52,44,4,4
1,300.0,82,19,1,1
1,320.0,67,20,1,2
1,1600.0,18,15,3,6
1,79.99998,41,20,1,5
1,329.0,39,66,3,3
1,1140.0,39,44,2,3
1,4168.0,37,14,2,4
1,239.0,56,32,2,2
0,240.0,60,14,1,6
1,2910.0,28,50,5,7
1,2290.0,49,36,3,4
1,1162.0,55,18,2,4
1,315.0,34,20,2,3
1,129.0,27,45,3,4
1,1031.0,79,38,2,2
1,600.0,48,5,1,4
0,400.0,52,13,1,1
1,180.0,48,19,1,2
0,300.0,16,22,1,3
1,26261.04,64,27,1,2
0,1265.0,16,19,0,4
1,137.0,60,21,1,2
1,500.0,45,14,1,5
1,820.0,48,10,2,3
1,1140.0,59,18,2,5
1,2350.976,45,28,2,5
0,650.0,28,4,1,2
1,233.0,68,18,3,2
1,269.801,27,40,2,4
1,5550.0,52,34,2,2
1,725.408,56,17,1,2
1,729.0,60,33,3,4
0,3014.0,31,3,1,4
1,503.0,66,26,2,2
1,600.0,75,18,1,3
1,42.0,38,40,2,6
1,483.0,66,30,2,2
1,240.0,33,58,2,6
1,1200.0,59,14,2,2
0,402.0,37,20,2,4
1,540.0,30,11,1,6
1,49.99998,44,33,3,5
1,652.0,52,42,2,4
1,306.582,50,40,2,2
1,840.0,63,36,4,2
1,352.0,35,30,2,5
1,328.0,80,14,2,3
1,2773.0,42,18,2,4
1,1586.0,52,54,3,5
1,4683.965,64,20,2,3
0,720.0,85,7,1,1
1,673.0,42,30,3,7
1,809.884,51,19,1,4
1,485.0,50,26,2,3
1,1641.0,22,24,3,4
1,600.0,29,20,2,6
1,3258.0,35,12,1,3
1,145.284,32,19,1,5
1,152.99,41,50,2,7
0,200.0,36,19,1,3
1,839.0,41,24,2,4
1,149.0,29,70,2,4
0,240.0,34,52,4,7
1,863.506,46,54,3,5
1,1464.0,33,18,1,1
1,601.2,22,39,1,1
1,350.0,60,30,2,2
1,273.0,48,182,7,5
1,194.0,36,26,2,4
1,650.0,83,13,1,2
1,900.0,46,23,1,1
1,2146.118,52,42,3,5
1,1050.0,50,9,1,2
1,147.0,64,10,2,3
1,720.0,38,40,2,7
0,1920.0,36,7,1,2
1,468.0,47,30,2,4
1,2400.0,59,22,2,4
1,660.0,63,12,2,6
1,304.454,36,40,2,6
1,240.0,26,28,2,4
1,342.0,62,92,2,2
1,538.0,36,38,2,6
1,3274.268,55,55,5,4
0,500.0,29,21,0,7
1,190.008,37,17,1,5
0,60.0,36,38,2,4
1,625.0,73,13,0,2
1,900.0,72,36,2,2
1,1469.906,57,26,2,5
1,296.0,36,16,4,6
1,850.0,62,12,2,2
0,269.0,42,22,2,5
1,232.233,38,44,2,5
0,492.0,47,60,3,2
0,540.0,29,28,2,4
1,729.0,24,22,2,5
1,1523.0,36,36,2,4
1,1400.0,35,62,0,7
1,783.0,56,35,5,7
1,799.0,61,30,3,3
1,666.0,74,12,1,2
1,360.0,48,16,2,5
1,1154.0,27,5,0,1
1,660.0,50,16,1,4
1,197.13,37,38,2,3
1,255.0,25,54,0,1
1,1140.0,41,20,2,4
0,429.0,34,18,1,4
1,300.0,29,32,2,3
1,724.669,26,24,1,4
1,2326.0,62,26,1,2
1,1242.0,61,192,6,2
1,3880.0,38,28,1,2
1,987.0001,67,17,1,1
1,140.0,65,18,1,2
1,1500.0,36,18,2,4
0,550.0,27,18,0,4
1,350.0,45,42,3,6
1,167.49,41,72,2,6
1,450.0,30,66,3,4
1,6.0,38,22,2,4
1,2186.0,60,33,3,3
0,182.0,35,24,2,4
1,3480.0,19,26,2,6
1,641.107,32,42,2,5
1,2700.0,39,16,2,4
1,2700.0,55,21,3,4
1,750.0,66,26,2,2
1,339.992,44,38,2,5
1,1950.0,23,18,2,4
0,300.0,16,10,2,4
1,459.0,66,26,2,2
1,84.0,44,17,1,4
1,1037.0,60,32,2,2
1,300.0,65,18,3,3
1,941.304,73,24,2,2
1,2721.629,26,15,1,2
1,2580.0,27,18,3,3
1,2194.262,31,24,2,3
1,431.0,42,48,3,4
1,1860.0,38,42,2,4
0,900.0,42,32,2,7
1,620.0,67,14,2,2
1,4315.0,24,42,3,3
1,2666.881,50,24,2,6
1,1110.0,24,15,1,1
1,200.0,66,24,2,2
1,720.0,78,10,1,1
1,300.0,38,40,2,6
1,5440.0,37,18,2,3
0,718.011,32,30,1,5
1,1320.0,40,50,2,5
1,643.0,83,13,1,2
1,675.952,36,22,2,5
1,150.0,40,12,2,2
1,180.0,44,46,2,6
0,460.0,56,16,1,2
1,562.423,40,32,2,7
1,678.0,57,48,3,3
1,2380.0,18,24,2,5
0,601.0,26,30,2,2
1,660.0,61,18,2,2
1,193.415,65,20,1,2
1,710.583,47,9,1,5
1,867.0,36,22,2,4
1,866.111,48,11,1,4
1,1980.0,56,33,1,6
1,659.0,78,19,1,2
1,1260.0,56,4,1,3
1,2016.0,44,17,1,4
1,1303.0,54,12,2,3
1,540.0,49,22,2,4
1,1984.856,58,12,1,2
0,1424.0,71,12,1,2
0,1950.0,65,20,2,2
1,1166.0,47,30,2,4
1,3285.558,70,22,2,2
1,667.0,38,54,2,1
1,262.0,28,30,5,6
1,1203.0,69,9,1,1
1,522.0,50,40,2,5
1,1434.426,32,60,4,3
1,1020.0,74,48,3,3
1,949.159,52,64,2,2
1,163.0,60,42,3,4
1,2216.149,50,48,2,2
1,435.0,64,8,1,1
1,1539.517,30,36,2,4
1,588.287,57,40,2,4
1,216.0,69,32,2,2
0,84.0,50,40,2,2
1,840.0,30,42,2,4
1,5510.549,62,30,2,2
1,1600.0,38,37,1,5
1,2053.0,59,18,2,2
1,1020.0,37,26,1,5
1,1828.615,47,20,2,6
1,1029.0,31,24,2,2
1,222.449,32,42,2,5
1,780.0,38,30,1,8
1,627.833,62,26,2,3
1,1826.0,26,30,2,1
1,1034.0,50,26,2,3
0,300.0,30,26,1,6
1,1518.0,42,66,2,4
1,377.0,35,30,2,3
0,250.54,29,11,0,2
0,186.0,73,12,2,2
0,205.0,44,45,3,6
1,82.00002,35,50,2,4
1,118.327,35,24,2,4
1,1086.163,26,40,4,4
1,600.0,30,65,5,7
1,200.0,43,36,2,4
1,91.99998,48,14,2,4
1,400.0,30,17,1,4
1,358.0,61,57,3,3
1,2257.0,44,9,1,4
0,465.0,43,27,1,5
1,1063.0,63,48,3,3
0,300.0,35,16,2,2
1,337.751,52,32,2,5
1,119.0,18,16,2,6
0,300.0,32,16,0,1
0,247.0,50,16,2,4
1,1140.0,62,4,0,2
1,480.0,51,32,2,4
1,200.0,70,24,2,2
1,1595.0,70,22,2,2
1,1442.079,19,28,2,5
1,1206.816,33,25,1,4
1,1258.0,67,26,2,4
0,1660.0,53,21,3,6
0,1220.0,23,14,0,2
1,624.0,69,26,2,2
1,853.799,38,12,2,4
0,520.0,64,17,1,2
1,780.0,60,50,2,5
1,400.0,34,18,1,4
0,49.99998,33,32,2,3
0,679.356,65,40,2,3
1,1050.0,24,12,3,4
1,600.0,42,92,4,4
1,420.0,39,14,1,4
1,454.0,70,16,2,3
1,490.327,33,17,1,2
1,129.0,56,28,2,3
1,180.0,69,15,1,1
1,1009.0,37,16,1,5
1,224.0,56,52,4,3
1,366.0,72,22,2,3
1,393.167,49,20,1,1
1,600.0,37,44,2,5
1,540.0,26,16,2,2
1,1332.0,70,22,2,2
1,596.0,37,6,1,4
1,287.0,38,57,1,7
1,660.0,35,30,2,5
0,471.0,25,20,0,3
1,1759.088,43,34,2,5
1,4142.0,60,34,2,2
1,300.0,40,20,2,5
1,2300.0,64,120,3,4
1,1082.258,43,46,2,4
1,1761.0,48,42,2,5
1,740.0,56,14,1,2
1,988.0,29,42,2,6
1,900.0,61,36,2,4
1,1173.63,52,17,1,2
1,630.0,52,42,3,5
1,489.979,43,48,2,6
1,250.0,41,16,2,4
1,7758.0,32,13,1,3
1,157.0,26,11,1,4
0,600.0,19,4,1,6
1,900.0,55,34,2,2
1,1320.0,28,16,2,2
0,200.0,43,17,0,9
1,1900.0,44,32,2,6
1,900.0,46,60,3,4
1,340.0,33,8,1,4
1,652.0,38,16,2,5
1,343.0,46,24,2,4
1,1165.0,38,36,2,5
1,2442.0,52,26,2,3
1,119.0,40,60,2,6
1,1800.0,39,24,2,3
0,120.0,25,16,1,3
1,405.0,46,38,2,5
1,770.0,69,8,1,2
1,1182.0,70,7,1,1
1,222.0,32,24,2,3
0,2081.0,26,7,1,2
1,1603.0,42,8,1,1
0,600.0,35,7,1,4
1,951.851,45,60,3,5
1,1096.004,52,32,2,4
0,204.0,64,30,2,2
1,375.0,33,54,2,3
1,2002.693,22,44,1,1
1,2912.428,28,33,3,4
1,600.0,39,14,2,5
1,360.0,57,17,1,2
1,1870.0,45,74,2,5
1,700.0,22,36,3,5
1,420.0,56,18,2,4
1,466.0,45,36,3,4
1,780.0,58,32,2,2
1,300.0,57,32,2,2
1,595.533,44,16,1,5
0,1040.236,24,32,2,3
1,423.0,60,3,1,1
1,99.0,37,48,3,6
1,868.0,32,5,1,2
0,58.99998,48,22,2,4
1,240.0,44,44,2,7
1,1800.0,51,24,2,2
1,200.0,69,48,1,3
0,707.0,28,12,0,1
1,699.0,68,11,1,2
1,286.0,55,17,1,1
1,1693.0,61,28,2,3
